Date,Alemania,Sudáfrica,España
2021-03-07 00:00:00+00:00,2500182,1521068,3149012
2021-03-08 00:00:00+00:00,2505193,1521706,3160970
2021-03-09 00:00:00+00:00,2509445,1522697,3164982
2021-03-10 00:00:00+00:00,2518591,1524174,3172101
2021-03-11 00:00:00+00:00,2532947,1525648,3178356
2021-03-12 00:00:00+00:00,2545781,1526873,3183704
2021-03-13 00:00:00+00:00,2558455,1528414,3183704
2021-03-14 00:00:00+00:00,2569245,1529420,3183704
2021-03-15 00:00:00+00:00,2575849,1530033,3195062
2021-03-16 00:00:00+00:00,2581329,1530966,3200024
2021-03-17 00:00:00+00:00,2594764,1532497,3206116
2021-03-18 00:00:00+00:00,2612268,1533961,3212332
2021-03-19 00:00:00+00:00,2629750,1535423,3212332
2021-03-20 00:00:00+00:00,2645783,1536801,3212332
2021-03-21 00:00:00+00:00,2659516,1537852,3212332
2021-03-22 00:00:00+00:00,2667225,1538451,3228803
2021-03-23 00:00:00+00:00,2674710,1538961,3234319
2021-03-24 00:00:00+00:00,2690523,1540009,3234319
2021-03-25 00:00:00+00:00,2713180,1541563,3247738
2021-03-26 00:00:00+00:00,2734753,1543079,3255324
2021-03-27 00:00:00+00:00,2755225,1544466,3255324
2021-03-28 00:00:00+00:00,2772401,1545431,3255324
2021-03-29 00:00:00+00:00,2782273,1545979,3270825
2021-03-30 00:00:00+00:00,2791822,1546735,3275819
2021-03-31 00:00:00+00:00,2808873,1548157,3284353
2021-04-01 00:00:00+00:00,2833173,1549451,3291394
2021-04-02 00:00:00+00:00,2855061,1550724,3291394
2021-04-03 00:00:00+00:00,2873190,1551501,3300965
2021-04-04 00:00:00+00:00,2885386,1551964,3300965
2021-04-05 00:00:00+00:00,2893883,1552416,3311325
2021-04-06 00:00:00+00:00,2900768,1552853,3317948
2021-04-07 00:00:00+00:00,2910445,1553609,3326736
2021-04-08 00:00:00+00:00,2930852,1554975,3336637
2021-04-09 00:00:00+00:00,2956316,1556242,3347512
2021-04-10 00:00:00+00:00,2980413,1557527,3347512
2021-04-11 00:00:00+00:00,2998268,1558458,3347512
2021-04-12 00:00:00+00:00,3011513,1559113,3370256
2021-04-13 00:00:00+00:00,3022323,1559960,3376548
2021-04-14 00:00:00+00:00,3044016,1561559,3387022
2021-04-15 00:00:00+00:00,3073442,1562931,3396685
2021-04-16 00:00:00+00:00,3099273,1564355,3407283
2021-04-17 00:00:00+00:00,3123077,1565680,3407283
2021-04-18 00:00:00+00:00,3142262,1566769,3407283
2021-04-19 00:00:00+00:00,3153699,1567513,3428354
2021-04-20 00:00:00+00:00,3163308,1568366,3428354
2021-04-21 00:00:00+00:00,3188192,1569935,3446072
2021-04-22 00:00:00+00:00,3217710,1571348,3456886
2021-04-23 00:00:00+00:00,3245253,1572985,3468617
2021-04-24 00:00:00+00:00,3268645,1574370,3468617
2021-04-25 00:00:00+00:00,3287418,1575471,3468617
2021-04-26 00:00:00+00:00,3299325,1576320,3488469
2021-04-27 00:00:00+00:00,3310301,1577200,3496134
2021-04-28 00:00:00+00:00,3332532,1578450,3504799
2021-04-29 00:00:00+00:00,3357268,1579536,3514942
2021-04-30 00:00:00+00:00,3381597,1581210,3524077
2021-05-01 00:00:00+00:00,3400532,1582842,3524077
2021-05-02 00:00:00+00:00,3416822,1584064,3524077
2021-05-03 00:00:00+00:00,3425982,1584961,3540430
2021-05-04 00:00:00+00:00,3433516,1586148,3544945
2021-05-05 00:00:00+00:00,3451550,1588221,3551262
2021-05-06 00:00:00+00:00,3473503,1590370,3559222
2021-05-07 00:00:00+00:00,3491988,1592626,3567408
2021-05-08 00:00:00+00:00,3507673,1592626,3567408
2021-05-09 00:00:00+00:00,3520329,1596595,3567408
2021-05-10 00:00:00+00:00,3527251,1597724,3581392
2021-05-11 00:00:00+00:00,3533376,1599272,3586333
2021-05-12 00:00:00+00:00,3548285,1602031,3592751
2021-05-13 00:00:00+00:00,3565704,1605252,3598452
2021-05-14 00:00:00+00:00,3577040,1608393,3604799
2021-05-15 00:00:00+00:00,3584934,1611143,3604799
2021-05-16 00:00:00+00:00,3593434,1613728,3604799
2021-05-17 00:00:00+00:00,3598846,1615485,3615860
2021-05-18 00:00:00+00:00,3603055,1617840,3619848
2021-05-19 00:00:00+00:00,3614095,1621362,3625928
2021-05-20 00:00:00+00:00,3626393,1625003,3631661
2021-05-21 00:00:00+00:00,3635162,1628335,3636453
2021-05-22 00:00:00+00:00,3642244,1632571,3636453
2021-05-23 00:00:00+00:00,3648958,1635465,3636453
2021-05-24 00:00:00+00:00,3651640,1637848,3647520
2021-05-25 00:00:00+00:00,3653551,1637848,3652879
2021-05-26 00:00:00+00:00,3656177,1645555,3657886
2021-05-27 00:00:00+00:00,3662490,1649977,3663176
2021-05-28 00:00:00+00:00,3669870,1654551,3668658
2021-05-29 00:00:00+00:00,3675296,1659070,3668658
2021-05-30 00:00:00+00:00,3679148,1659070,3668658
2021-05-31 00:00:00+00:00,3681126,1665617,3678390
2021-06-01 00:00:00+00:00,3682911,1669231,3682778
2021-06-02 00:00:00+00:00,3687828,1675013,3687762
2021-06-03 00:00:00+00:00,3692468,1680373,3693012
2021-06-04 00:00:00+00:00,3695633,1686041,3697981
2021-06-05 00:00:00+00:00,3697927,1691491,3697981
2021-06-06 00:00:00+00:00,3700367,1696564,3697981
2021-06-07 00:00:00+00:00,3701484,1699849,3707523
2021-06-08 00:00:00+00:00,3702688,1704058,3711027
2021-06-09 00:00:00+00:00,3705942,1712939,3715454
2021-06-10 00:00:00+00:00,3709129,1722086,3729458
2021-06-11 00:00:00+00:00,3711569,1730106,3733600
2021-06-12 00:00:00+00:00,3713480,1739425,3733600
2021-06-13 00:00:00+00:00,3714969,1747082,3733600
2021-06-14 00:00:00+00:00,3715518,1752630,3741767
2021-06-15 00:00:00+00:00,3716170,1761066,3745199
2021-06-16 00:00:00+00:00,3717625,1774312,3749031
2021-06-17 00:00:00+00:00,3718955,1786079,3753228
2021-06-18 00:00:00+00:00,3720031,1796589,3757442
2021-06-19 00:00:00+00:00,3720031,1810164,3757442
2021-06-20 00:00:00+00:00,3721981,1823319,3757442
2021-06-21 00:00:00+00:00,3722327,1832479,3764651
2021-06-22 00:00:00+00:00,3722782,1843572,3768691
2021-06-23 00:00:00+00:00,3723798,1861065,3773032
2021-06-24 00:00:00+00:00,3724806,1877143,3777539
2021-06-25 00:00:00+00:00,3725580,1895905,3782463
2021-06-26 00:00:00+00:00,3726172,1913861,3782463
2021-06-27 00:00:00+00:00,3726710,1928897,3782463
2021-06-28 00:00:00+00:00,3726929,1941119,3792642
2021-06-29 00:00:00+00:00,3727333,1954466,3799733
2021-06-30 00:00:00+00:00,3728141,1973972,3808960
2021-07-01 00:00:00+00:00,3729033,1995556,3821305
2021-07-02 00:00:00+00:00,3729682,2019826,3833868
2021-07-03 00:00:00+00:00,3729682,2046311,3833868
2021-07-04 00:00:00+00:00,3729682,2062896,3833868
2021-07-05 00:00:00+00:00,3731124,2075409,3866475
2021-07-06 00:00:00+00:00,3731564,2090909,3880612
2021-07-07 00:00:00+00:00,3732549,2112336,3897996
2021-07-08 00:00:00+00:00,3733519,2135246,3915313
2021-07-09 00:00:00+00:00,3734468,2157687,3937192
2021-07-10 00:00:00+00:00,3734468,2179297,3937192
2021-07-11 00:00:00+00:00,3734468,2195599,3937192
2021-07-12 00:00:00+00:00,3736489,2206781,3971124
2021-07-13 00:00:00+00:00,3737135,2219316,4015084
2021-07-14 00:00:00+00:00,3738683,2236805,4041474
2021-07-15 00:00:00+00:00,3740325,2253240,4069162
2021-07-16 00:00:00+00:00,3741781,2269179,4100222
2021-07-17 00:00:00+00:00,3741781,2283880,4100222
2021-07-18 00:00:00+00:00,3741781,2295095,4100222
2021-07-19 00:00:00+00:00,3745227,2302304,4161850
2021-07-20 00:00:00+00:00,3746410,2311232,4189136
2021-07-21 00:00:00+00:00,3748613,2327472,4219723
2021-07-22 00:00:00+00:00,3750503,2342330,4249258
2021-07-23 00:00:00+00:00,3752592,2356049,4280429
2021-07-24 00:00:00+00:00,3752592,2368105,4280429
2021-07-25 00:00:00+00:00,3752592,2377823,4280429
2021-07-26 00:00:00+00:00,3756856,2383490,4342054
2021-07-27 00:00:00+00:00,3758401,2391223,4368453
2021-07-28 00:00:00+00:00,3761169,2408525,4395602
2021-07-29 00:00:00+00:00,3764311,2422151,4422291
2021-07-30 00:00:00+00:00,3766765,2435036,4447044
2021-07-31 00:00:00+00:00,3766765,2447454,4447044
2021-08-01 00:00:00+00:00,3766765,2456184,4447044
2021-08-02 00:00:00+00:00,3772109,2461758,4502983
2021-08-03 00:00:00+00:00,3773875,2470746,4523310
2021-08-04 00:00:00+00:00,3777446,2484009,4545184
2021-08-05 00:00:00+00:00,3780985,2497655,4566571
2021-08-06 00:00:00+00:00,3784433,2511178,4588132
2021-08-07 00:00:00+00:00,3784433,2523488,4588132
2021-08-08 00:00:00+00:00,3784433,2533466,4588132
2021-08-09 00:00:00+00:00,3791949,2540222,4627770
2021-08-10 00:00:00+00:00,3794429,2546762,4643450
2021-08-11 00:00:00+00:00,3799425,2554240,4660473
2021-08-12 00:00:00+00:00,3805063,2568511,4677883
2021-08-13 00:00:00+00:00,3810641,2582427,4693540
2021-08-14 00:00:00+00:00,3810641,2595447,4693540
2021-08-15 00:00:00+00:00,3810641,2605586,4693540
2021-08-16 00:00:00+00:00,3823139,2613569,4719266
2021-08-17 00:00:00+00:00,3827051,2624254,4733602
2021-08-18 00:00:00+00:00,3835375,2638981,4745558
2021-08-19 00:00:00+00:00,3843775,2652652,4758003
2021-08-20 00:00:00+00:00,3853055,2666964,4770453
2021-08-21 00:00:00+00:00,3853055,2680225,4770453
2021-08-22 00:00:00+00:00,3853055,2690973,4770453
2021-08-23 00:00:00+00:00,3871865,2698605,4794352
2021-08-24 00:00:00+00:00,3877612,2708951,4804424
2021-08-25 00:00:00+00:00,3889173,2722202,4815205
2021-08-26 00:00:00+00:00,3901799,2734973,4822320
2021-08-27 00:00:00+00:00,3913828,2747018,4831809
2021-08-28 00:00:00+00:00,3913828,2757191,4831809
2021-08-29 00:00:00+00:00,3913828,2764931,4831809
2021-08-30 00:00:00+00:00,3937106,2770575,4847298
2021-08-31 00:00:00+00:00,3942856,2777659,4855065
2021-09-01 00:00:00+00:00,3956387,2787203,4861883
2021-09-02 00:00:00+00:00,3970102,2796405,4871444
2021-09-03 00:00:00+00:00,3984353,2805604,4877755
2021-09-04 00:00:00+00:00,3984353,2814014,4877755
2021-09-05 00:00:00+00:00,3984353,2819945,4877755
2021-09-06 00:00:00+00:00,4010390,2824063,4887112
2021-09-07 00:00:00+00:00,4017116,2829834,4892640
2021-09-08 00:00:00+00:00,4030681,2836773,4898258
2021-09-09 00:00:00+00:00,4046112,2843042,4903021
2021-09-10 00:00:00+00:00,4059081,2848925,4907461
2021-09-11 00:00:00+00:00,4059081,2854234,4907461
2021-09-12 00:00:00+00:00,4059081,2858195,4907461
2021-09-13 00:00:00+00:00,4083151,2860835,4915265
2021-09-14 00:00:00+00:00,4089476,2864534,4918526
2021-09-15 00:00:00+00:00,4101931,2869201,4922249
2021-09-16 00:00:00+00:00,4114856,2873415,4926324
2021-09-17 00:00:00+00:00,4125878,2877063,4929546
2021-09-18 00:00:00+00:00,4125878,2880349,4929546
2021-09-19 00:00:00+00:00,4125878,2882630,4929546
2021-09-20 00:00:00+00:00,4145852,2884134,4935534
2021-09-21 00:00:00+00:00,4150516,2886331,4937984
2021-09-22 00:00:00+00:00,4160970,2889298,4940824
2021-09-23 00:00:00+00:00,4171666,2892081,4943855
2021-09-24 00:00:00+00:00,4181393,2894342,4946601
2021-09-25 00:00:00+00:00,4181393,2895976,4946601
2021-09-26 00:00:00+00:00,4181393,2896943,4946601
2021-09-27 00:00:00+00:00,4199400,2897521,4951640
2021-09-28 00:00:00+00:00,4203571,2898888,4953930
2021-09-29 00:00:00+00:00,4215351,2898888,4956691
2021-09-30 00:00:00+00:00,4227501,2902672,4959091
2021-10-01 00:00:00+00:00,4237619,2904307,4961128
2021-10-02 00:00:00+00:00,4237619,2905613,4961128
2021-10-03 00:00:00+00:00,4237619,2906422,4961128
2021-10-04 00:00:00+00:00,4255388,2906851,4965399
2021-10-05 00:00:00+00:00,4260187,2907619,4967200
2021-10-06 00:00:00+00:00,4271734,2908768,4969503
2021-10-07 00:00:00+00:00,4283378,2909757,4971310
2021-10-08 00:00:00+00:00,4293807,2910681,4973619
2021-10-09 00:00:00+00:00,4293807,2911497,4973619
2021-10-10 00:00:00+00:00,4293807,2912145,4973619
2021-10-11 00:00:00+00:00,4313384,2912346,4977448
2021-10-12 00:00:00+00:00,4318355,2912938,4977448
2021-10-13 00:00:00+00:00,4330258,2913880,4980206
2021-10-14 00:00:00+00:00,4342640,2914827,4982138
2021-10-15 00:00:00+00:00,4354158,2915560,4984386
2021-10-16 00:00:00+00:00,4354158,2916179,4984386
2021-10-17 00:00:00+00:00,4354158,2916593,4984386
2021-10-18 00:00:00+00:00,4377845,2916803,4988878
2021-10-19 00:00:00+00:00,4384616,2917255,4990767
2021-10-20 00:00:00+00:00,4401631,2917846,4993295
2021-10-21 00:00:00+00:00,4417708,2918366,4995176
2021-10-22 00:00:00+00:00,4437280,2918883,4997732
2021-10-23 00:00:00+00:00,4437280,2919332,4997732
2021-10-24 00:00:00+00:00,4437280,2919632,4997732
2021-10-25 00:00:00+00:00,4472730,2919778,5002217
2021-10-26 00:00:00+00:00,4483203,2920109,5004143
2021-10-27 00:00:00+00:00,4506415,2920581,5006675
2021-10-28 00:00:00+00:00,4534452,2921114,5008887
2021-10-29 00:00:00+00:00,4559120,2921589,5011148
2021-10-30 00:00:00+00:00,4559120,2921886,5011148
2021-10-31 00:00:00+00:00,4559120,2922116,5011148
2021-11-01 00:00:00+00:00,4607208,2922222,5011148
2021-11-02 00:00:00+00:00,4618021,2922391,5016968
2021-11-03 00:00:00+00:00,4638419,2922735,5019255
2021-11-04 00:00:00+00:00,4672368,2923054,5022546
2021-11-05 00:00:00+00:00,4709488,2923393,5025639
2021-11-06 00:00:00+00:00,4709488,2923751,5025639
2021-11-07 00:00:00+00:00,4709488,2923956,5025639
2021-11-08 00:00:00+00:00,4782546,2924072,5032056
2021-11-09 00:00:00+00:00,4804378,2924317,5032056
2021-11-10 00:00:00+00:00,4844054,2924622,5038517
2021-11-11 00:00:00+00:00,4894250,2924978,5042803
2021-11-12 00:00:00+00:00,4942890,2925371,5047156
2021-11-13 00:00:00+00:00,4942890,2925677,5047156
2021-11-14 00:00:00+00:00,4942890,2925939,5047156
2021-11-15 00:00:00+00:00,5045076,2926075,5056954
2021-11-16 00:00:00+00:00,5077124,2926348,5061045
2021-11-17 00:00:00+00:00,5129950,2926914,5067712
2021-11-18 00:00:00+00:00,5195321,2927499,5074027
2021-11-19 00:00:00+00:00,5248291,2928288,5080663
2021-11-20 00:00:00+00:00,5248291,2929175,5080663
2021-11-21 00:00:00+00:00,5248291,2929862,5080663
2021-11-22 00:00:00+00:00,5385585,2930174,5096538
2021-11-23 00:00:00+00:00,5430911,2948760,5103315
2021-11-24 00:00:00+00:00,5497795,2950035,5111842
2021-11-25 00:00:00+00:00,5573756,2952500,5121100
2021-11-26 00:00:00+00:00,5650170,2955328,5131012
2021-11-27 00:00:00+00:00,5650170,2958548,5131012
2021-11-28 00:00:00+00:00,5650170,2961406,5131012
2021-11-29 00:00:00+00:00,5791060,2963679,5153923
2021-11-30 00:00:00+00:00,5836813,2968052,5164184
2021-12-01 00:00:00+00:00,5903999,2976613,5174720
2021-12-02 00:00:00+00:00,5977208,2988148,5189220
2021-12-03 00:00:00+00:00,6051560,3004203,5202958
2021-12-04 00:00:00+00:00,6051560,3020569,5202958
2021-12-05 00:00:00+00:00,6051560,3031694,5202958
2021-12-06 00:00:00+00:00,6185961,3038075,5202958
2021-12-07 00:00:00+00:00,6222020,3051222,5246766
2021-12-08 00:00:00+00:00,6291621,3071064,5246766
2021-12-09 00:00:00+00:00,6362232,3093452,5273178
2021-12-10 00:00:00+00:00,6423520,3112469,5290273
2021-12-11 00:00:00+00:00,6423520,3129622,5290190
2021-12-12 00:00:00+00:00,6423520,3167497,5290190
2021-12-13 00:00:00+00:00,6531606,3180785,5339992
2021-12-14 00:00:00+00:00,6562429,3204642,5366128
2021-12-15 00:00:00+00:00,6613730,3231031,5393268
2021-12-16 00:00:00+00:00,6670407,3255816,5422168
2021-12-17 00:00:00+00:00,6721375,3276529,5455527
2021-12-18 00:00:00+00:00,6721375,3292609,5455527
2021-12-19 00:00:00+00:00,6721375,3308074,5455527
2021-12-20 00:00:00+00:00,6809622,3316585,5535231
2021-12-21 00:00:00+00:00,6833050,3332008,5585054
2021-12-22 00:00:00+00:00,6878709,3353106,5645095
2021-12-23 00:00:00+00:00,6923636,3374262,5718007
2021-12-24 00:00:00+00:00,6923636,3393109,5718007
2021-12-25 00:00:00+00:00,6923636,3407937,5718007
2021-12-26 00:00:00+00:00,6923636,3413540,5718007
2021-12-27 00:00:00+00:00,7005289,3417318,5932626
2021-12-28 00:00:00+00:00,7026369,3424534,6032297
2021-12-29 00:00:00+00:00,7066412,3433554,6133057
2021-12-30 00:00:00+00:00,7109182,3446532,6294745
2021-12-31 00:00:00+00:00,7109182,3458286,6294745
2022-01-01 00:00:00+00:00,7109182,3468079,6294745
2022-01-02 00:00:00+00:00,7109182,3472436,6294745
2022-01-03 00:00:00+00:00,7109182,3475512,6667511
2022-01-04 00:00:00+00:00,7238408,3483590,6785286
2022-01-05 00:00:00+00:00,7297320,3494696,6922466
2022-01-06 00:00:00+00:00,7361660,3504554,6922466
2022-01-07 00:00:00+00:00,7417995,3513813,7164906
2022-01-08 00:00:00+00:00,7417995,3521572,7164906
2022-01-09 00:00:00+00:00,7417995,3526054,7164906
2022-01-10 00:00:00+00:00,7535691,3528463,7457300
2022-01-11 00:00:00+00:00,7581381,3534131,7592242
2022-01-12 00:00:00+00:00,7661811,3540891,7771367
2022-01-13 00:00:00+00:00,7743228,3546808,7930528
2022-01-14 00:00:00+00:00,7835451,3552043,8093036
2022-01-15 00:00:00+00:00,7835451,3556633,8093036
2022-01-16 00:00:00+00:00,7835451,3559292,8093036
2022-01-17 00:00:00+00:00,8000122,3560921,8424503
2022-01-18 00:00:00+00:00,8074527,3564578,8518975
2022-01-19 00:00:00+00:00,8186850,3564578,8676916
2022-01-20 00:00:00+00:00,8320386,3572860,8834363
2022-01-21 00:00:00+00:00,8460546,3576379,8975458
2022-01-22 00:00:00+00:00,8460546,3579428,8975458
2022-01-23 00:00:00+00:00,8460546,3581359,8975458
2022-01-24 00:00:00+00:00,8744840,3582691,9280890
2022-01-25 00:00:00+00:00,8871795,3585888,9395767
2022-01-26 00:00:00+00:00,9035795,3590399,9529320
2022-01-27 00:00:00+00:00,9238931,3594499,9660208
2022-01-28 00:00:00+00:00,9429079,3598288,9779130
2022-01-29 00:00:00+00:00,9429079,3601630,9779130
2022-01-30 00:00:00+00:00,9429079,3603856,9779130
2022-01-31 00:00:00+00:00,9815533,3605222,9961253
2022-02-01 00:00:00+00:00,9978146,3608307,10039126
2022-02-02 00:00:00+00:00,10186644,3612809,10125348
2022-02-03 00:00:00+00:00,10422764,3616075,10199716
2022-02-04 00:00:00+00:00,10671602,3616075,10199716
2022-02-05 00:00:00+00:00,10671602,3622210,10199716
2022-02-06 00:00:00+00:00,10671602,3623962,10199716
2022-02-07 00:00:00+00:00,11117857,3625190,10395471
2022-02-08 00:00:00+00:00,11287428,3626014,10439302
2022-02-09 00:00:00+00:00,11521678,3631642,10502141
2022-02-10 00:00:00+00:00,11769540,3634811,10555196
2022-02-11 00:00:00+00:00,12009712,3637673,10604200
2022-02-12 00:00:00+00:00,12009712,3640162,10604200
2022-02-13 00:00:00+00:00,12009712,3641811,10604200
2022-02-14 00:00:00+00:00,12421126,3642905,10672906
2022-02-15 00:00:00+00:00,12580343,3645269,10707286
2022-02-16 00:00:00+00:00,12800315,3648968,10744394
2022-02-17 00:00:00+00:00,13035941,3652024,10778607
2022-02-18 00:00:00+00:00,13255989,3654824,10809222
2022-02-19 00:00:00+00:00,13255989,3657091,10809222
2022-02-20 00:00:00+00:00,13255989,3658547,10809222
2022-02-21 00:00:00+00:00,13636993,3659698,10858000
2022-02-22 00:00:00+00:00,13762895,3662032,10880193
2022-02-23 00:00:00+00:00,13971947,3665149,10914105
2022-02-24 00:00:00+00:00,14188269,3667560,10949997
2022-02-25 00:00:00+00:00,14399012,3669671,10977524
2022-02-26 00:00:00+00:00,14399012,3671991,10977524
2022-02-27 00:00:00+00:00,14399012,3673257,10977524
2022-02-28 00:00:00+00:00,14745107,3674042,10977524
2022-03-01 00:00:00+00:00,14867218,3675691,11036085
2022-03-02 00:00:00+00:00,15053624,3677686,11054888
2022-03-03 00:00:00+00:00,15264297,3679539,11078028
2022-03-04 00:00:00+00:00,15481890,3681437,11100428
2022-03-05 00:00:00+00:00,15481890,3683172,11100428
2022-03-06 00:00:00+00:00,15481890,3684319,11100428
2022-03-07 00:00:00+00:00,15869417,3685120,11136425
2022-03-08 00:00:00+00:00,15869417,3686556,11159574
2022-03-09 00:00:00+00:00,16242070,3688423,11181510
2022-03-10 00:00:00+00:00,16504822,3690291,11204125
2022-03-11 00:00:00+00:00,16757658,3691962,11223974
2022-03-12 00:00:00+00:00,16757658,3693532,11223974
2022-03-13 00:00:00+00:00,16757658,3694504,11223974
